"country","year","fdi_finance","fdi_mining","fdi_tech","cow_code","iso3c","USA","IdealPointDistance","agree","IdealPointFP.y","ln_fdi_finance","ln_fdi_mining","ln_fdi_tech","has_finance","has_mining","has_tech","gdp_constant","gdp_per_capita","trade_openness","distance_to_us","ln_gdp","ln_gdp_pc","ln_trade","ln_distance","country_fe","year_fe"
"Argentina",2009,1247,2828,45,160,"ARG",2,2.4477109,0.380952380952381,-0.0520119,7.12929754892937,7.94767857130157,3.8286413964891,1,1,1,501917060966.235,12285.3784651865,34.0571269054879,NA,26.9417007257895,9.41616509157774,3.52803931775664,NA,"Argentina","2009"
"Argentina",2010,1760,3991,41,160,"ARG",2,2.36994484,0.429347826086957,0.01758416,7.47363710849621,8.29204763743135,3.73766961828337,1,1,1,552738161802.463,13387.1553748458,34.9710132635696,NA,27.0381502395437,9.50205097211623,3.55451952587912,NA,"Argentina","2010"
"Argentina",2011,1866,1838,53,160,"ARG",2,2.47612968,0.495049504950495,-0.04313268,7.53208814354172,7.51697722460432,3.98898404656427,1,1,1,585924294024.785,14040.6189124444,35.2061549999644,NA,27.0964564270936,9.54970975869115,3.56122092527172,NA,"Argentina","2011"
"Argentina",2012,1082,906,3,160,"ARG",2,2.5227855,0.404255319148936,-0.1104705,6.98749024700099,6.81014245011514,1.38629436111989,1,1,1,579910247223.428,13754.4254235596,30.5265423717108,NA,27.086139182346,9.5291159002986,3.41859654686804,NA,"Argentina","2012"
"Argentina",2013,1101,707,43,160,"ARG",2,2.6248581,0.468085106382979,-0.1164441,7.00488198971286,6.56244409369372,3.78418963391826,1,1,1,593858966307.156,13946.0950832252,29.3339290021037,NA,27.1099076976586,9.54295482571449,3.37874483249381,NA,"Argentina","2013"
"Argentina",2014,1064,1043,178,160,"ARG",2,2.6094914,0.392857142857143,-0.1369614,6.97073007814353,6.95081476844258,5.18738580584075,1,1,1,578937574935.696,13456.1319159151,28.4067936452275,NA,27.0844604933972,9.5071901856661,3.34662832942045,NA,"Argentina","2014"
"Argentina",2015,967,954,113,160,"ARG",2,2.6184526,0.394736842105263,-0.1705056,6.87523208727658,6.86171134048073,4.7361984483945,1,1,1,594749285413.212,13679.6264980954,22.4862260889792,NA,27.1114057846377,9.52366288803301,3.11290294793233,NA,"Argentina","2015"
"Argentina",2016,1065,1007,NA,160,"ARG",2,2.5618759,0.533333333333333,-0.1198959,6.97166860472579,6.91572344863131,NA,1,1,0,582376550428.09,13265.8860639123,26.0938878488799,NA,27.0903830693303,9.49295106146972,3.2617011048685,NA,"Argentina","2016"
"Argentina",2017,1128,1057,NA,160,"ARG",2,2.6614986,0.366141732283465,-0.1162386,7.02908756414966,6.96413561241824,NA,1,1,0,598790850843.677,13520.1129846159,25.2896011376779,NA,27.118178210223,9.51193370641233,3.23039328901452,NA,"Argentina","2017"
"Argentina",2018,872,789,53,160,"ARG",2,2.71087481,0.339378238341969,-0.01700081,6.7719355558396,6.67203294546107,3.98898404656427,1,1,1,583118120294.002,13058.3285449954,30.7625359549926,NA,27.0916556104831,9.47718141186775,3.42629758450942,NA,"Argentina","2018"
"Argentina",2019,1207,848,88,160,"ARG",2,2.6609344,0.289772727272727,-0.0907764,7.09672137849476,6.74405918631135,4.48863636973214,1,1,1,571450737224.442,12706.3978108968,32.6306150458499,NA,27.0714441173836,9.44986091023742,3.48525095951891,NA,"Argentina","2019"
"Argentina",2020,1732,751,96,160,"ARG",2,2.61205327,0.368852459016393,-0.08241227,7.45760928971561,6.62273632394984,4.57471097850338,1,1,1,514874343768.066,11393.0505957877,30.203698807416,NA,26.9671887151557,9.34075885164215,3.40796439394788,NA,"Argentina","2020"
"Argentina",2021,1360,695,120,160,"ARG",2,2.59973149,0.511627906976744,-0.08759649,7.21597500265147,6.54534966033442,4.79579054559674,1,1,1,568636554720.066,12549.2811699342,33.078689567466,NA,27.0665073230875,9.43741866562344,3.49888925532809,NA,"Argentina","2021"
"Argentina",2022,1131,760,149,160,"ARG",2,2.19142072,0.574742268041237,-0.04531572,7.03174125876313,6.63463335786169,5.01063529409626,1,1,1,602872713790.916,13276.8232110189,31.5801792606256,NA,27.1249719231507,9.49377517837597,3.45252968520865,NA,"Argentina","2022"
"Argentina",2023,870,688,218,160,"ARG",2,2.24707624,0.59051724137931,-0.02938624,6.7696419768525,6.53524127101366,5.3890717298165,1,1,1,591684674129.454,12993.0928872416,26.6769512482215,NA,27.106239684873,9.47217317887909,3.28379994346182,NA,"Argentina","2023"
"Argentina",2024,995,749,325,160,"ARG",2,0.830211,0.783185840707965,1.375991,6.9037472575846,6.62007320653036,5.78689738136671,1,1,1,583738758865.705,12774.3506596628,27.929760849367,NA,27.092719388983,9.45519458479085,3.32969281742014,NA,"Argentina","2024"
"Australia",1999,5208,4259,927,900,"AUS",2,1.7218068,0.61340206185567,0.8677272,8.55814317774519,8.35702443926342,6.8330317327862,1,1,1,841955290889.975,44755.6599721318,38.9602467102359,NA,27.4589927510735,10.7089731955293,3.66254181115254,NA,"Australia","1999"
"Australia",2000,4444,6222,748,900,"AUS",2,1.6754596,0.58433734939759,0.8817934,8.399535147948,8.73600738456922,6.61873898351722,1,1,1,874926744105.928,45979.0765654048,40.8631257691954,NA,27.4974059987774,10.7359417147185,3.71022808595437,NA,"Australia","2000"
"Australia",2001,4637,3832,711,900,"AUS",2,1.5733463,0.5625,0.9813237,8.44203851781548,8.25140306538056,6.56807791141198,1,1,1,892700520464.398,46314.6235297968,44.1337313971929,NA,27.5175169981543,10.7432130331826,3.78722437436798,NA,"Australia","2001"
"Australia",2002,3883,5309,952,900,"AUS",2,1.447389,0.522556390977444,1.190645,8.26462082941122,8.57734711423598,6.8596149036542,1,1,1,927960453450.18,47599.4079289312,41.3813128146921,NA,27.556254954008,10.7705756016743,3.72282939764044,NA,"Australia","2002"
"Australia",2003,4524,5286,1692,900,"AUS",2,1.526732,0.556701030927835,1.239559,8.41737285613403,8.57300625623545,7.43425738213314,1,1,1,956646310281.468,48509.6632180363,40.1348011794482,NA,27.5866995783542,10.7895182986886,3.69224381777653,NA,"Australia","2003"
